Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.SC1AJRNA,2019.05,27461,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.06,19623,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.07,19778,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.08,19849,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.09,20073,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.10,20184,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.11,20395,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2019.12,20511,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.01,20149,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.02,20567,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.03,20606,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.04,20471,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.05,20563,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.06,20587,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.07,20431,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.08,20545,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.09,20565,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.10,20742,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.11,20686,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJRNA,2020.12,20905,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Canterbury,Actual,
MEIM.SC1AJROA,2019.05,7685,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.06,7675,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.07,7674,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.08,7730,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.09,7792,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.10,7836,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.11,7970,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2019.12,7997,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.01,7820,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.02,7978,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.03,8030,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.04,7969,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.05,8014,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.06,8010,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.07,7949,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.08,7952,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.09,7951,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.10,8079,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.11,8026,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJROA,2020.12,8073,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Otago,Actual,
MEIM.SC1AJRPA,2019.05,3756,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.06,3646,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.07,3579,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.08,3616,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.09,3652,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.10,3695,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.11,3727,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2019.12,3781,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.01,3725,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.02,3797,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.03,3821,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.04,3785,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.05,3812,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.06,3780,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.07,3762,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.08,3717,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.09,3748,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.10,3762,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.11,3761,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRPA,2020.12,3873,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Southland,Actual,
MEIM.SC1AJRZA,2019.05,148143,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.06,141328,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.07,141871,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.08,142464,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.09,143651,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.10,144344,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.11,146048,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2019.12,146702,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.01,144592,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.02,146484,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.03,147784,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.04,146989,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.05,148079,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.06,148427,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.07,147550,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.08,147899,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.09,148451,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.10,149938,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.11,149701,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AJRZA,2020.12,151145,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,60-64,Total NZ,Actual,
MEIM.SC1AKRAA,2019.05,4231,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.06,4235,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.07,4200,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.08,4252,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.09,4379,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.10,4399,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.11,4567,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2019.12,4561,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.01,4248,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.02,4469,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.03,4487,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.04,4333,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.05,4423,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.06,4483,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.07,4394,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.08,4471,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.09,4559,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.10,4662,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.11,4609,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRAA,2020.12,4665,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Northland,Actual,
MEIM.SC1AKRBA,2019.05,27637,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.06,27935,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.07,28150,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.08,28282,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.09,28713,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.10,28693,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.11,29331,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2019.12,29682,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.01,27752,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.02,29077,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.03,29349,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.04,28724,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.05,29027,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.06,29229,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.07,28742,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.08,29077,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.09,29292,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.10,29700,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.11,29659,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRBA,2020.12,29959,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Auckland,Actual,
MEIM.SC1AKRCA,2019.05,10281,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.06,10553,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.07,10567,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.08,10652,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.09,10913,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.10,10957,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.11,11293,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2019.12,11340,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.01,10546,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.02,11016,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.03,11136,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.04,10776,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.05,10977,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.06,11022,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.07,10790,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.08,10962,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.09,11176,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.10,11380,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.11,11240,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRCA,2020.12,11363,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Waikato,Actual,
MEIM.SC1AKRDA,2019.05,7711,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.06,7639,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.07,7466,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.08,7480,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.09,7654,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.10,7669,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.11,7892,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2019.12,7929,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.01,7484,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.02,7741,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.03,7953,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.04,7632,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.05,7932,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.06,7882,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.07,7697,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.08,7791,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.09,7857,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.10,8054,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.11,7956,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKRDA,2020.12,8036,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Bay of Plenty,Actual,
MEIM.SC1AKREA,2019.05,1413,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.06,1421,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.07,1403,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.08,1402,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.09,1434,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.10,1441,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.11,1456,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2019.12,1446,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.01,1363,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.02,1429,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.03,1472,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.04,1382,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.05,1444,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.06,1479,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.07,1436,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.08,1472,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.09,1505,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.10,1514,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.11,1519,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKREA,2020.12,1510,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Gisborne,Actual,
MEIM.SC1AKRFA,2019.05,4513,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.06,4526,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.07,4455,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.08,4476,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.09,4539,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.10,4492,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.11,4651,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2019.12,4765,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.01,4441,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.02,4679,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.03,4869,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.04,4532,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.05,4592,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
MEIM.SC1AKRFA,2020.06,4590,,P,Number,0,Employment indicators - MEI,Age and Region by variable,Filled jobs,65 +,Hawke's Bay,Actual,
